speech_type,proceeding,date,speaker_surname,country,speaker_name,country_code,position,similarity_score,word_count_diff
General debate,A_59_PV.13_E, 2004-09-28 ,Tozoun,Togo,Kokou  Tozoun,TGO,Minister for Foreign Affairs and Cooperation of the Togolese Republic. Mr. Tozoun (Togo) (spoke in French): In expressing to you,0.9992477489116889,0
General debate,A_59_PV.13_E, 2004-09-28 ,Wangchuk,Bhutan,Lyonpo Khandu  Wangchuk,BTN,Minister Kingdom of Bhutan. Mr. Wangchuk (Bhutan): On behalf of the delegation of Bhutan,0.999731746990708,-1
General debate,A_59_PV.13_E, 2004-09-28 ,Ben Yahia,Tunisia,Habib  Ben Yahia,TUN,Minister for Foreign Affairs of the Republic of Tunisia. Mr. Ben Yahia (Tunisia) (spoke in Arabic): It is my honour to read out the statement of Mr. Zine El Abidine Ben Ali,0.9997180106205314,1
General debate,A_59_PV.13_E, 2004-09-28 ,Taumoepeau-Tupou,Tonga,Sonatane T.  Taumoepeau-Tupou,TON,Minister for Foreign Affairs of the Kingdom of Tonga. Mr. Taumoepeau-Tupou (Tonga): I congratulate you,0.9993605364351718,1
General debate,A_59_PV.13_E, 2004-09-28 ,Akayev,Kyrgyzstan,Askar  Akayev,KGZ,President of the Kyrgyz Republic ,BUG,BUG
General debate,A_59_PV.14_E, 2004-09-28 ,Butime,Uganda,Tom  Butime,UGA,acting Minister for Foreign Affairs of the Republic of Uganda. Mr. Butime (Uganda): On behalf of my delegation,0.9993073153941202,1
General debate,A_59_PV.14_E, 2004-09-28 ,Ngoubeyou,Cameroon,François-Xavier  Ngoubeyou,CMR,Minister of State in Charge of External Relations of the Republic of Cameroon. Mr. Ngoubeyou (Cameroon) (spoke in French): On 10 June 2004,0.9994695173753079,0
General debate,A_59_PV.14_E, 2004-09-28 ,Mautamate,Vanuatu,Barak Sope  Mautamate,VUT,Minister for Foreign Affairs of Republic of Vanuatu. Mr. Mautamate (Vanuatu): I bring this gathering a warm greeting from the people of the Republic of Vanuatu. to 24 I take the outset,0.9993910648718985,0
General debate,A_59_PV.14_E, 2004-09-28 ,Namaliu,Papua New Guinea,Rabbie  Namaliu,PNG,Minister for Foreign Affairs and Immigration of Papua New Guinea. Mr. Namaliu (Papua New Guinea): My delegation warmly welcomes you to the presidency of the General Assembly at its fifty-ninth session and pledges our support. We acknowledge that you are also from our Forum of Small States group and therefore share our common problems and challenges. Please convey my delegations commendation to your predecessor,0.9993993689903911,0
General debate,A_59_PV.14_E, 2004-09-28 ,Cuttaree,Mauritius,Jaya Krishna  Cuttaree,MUS,Minister for Foreign Affairs,0.9998825682674108,-4
General debate,A_59_PV.14_E, 2004-09-28 ,Chan,Solomon Islands,Laurie  Chan,SLB,which he has set up to address this. We believe that United Nations reform should be comprehensive and include an expanded and more representative Security Council,0.9997992038830646,-1
General debate,A_59_PV.14_E, 2004-09-28 ,Stratan,Republic of Moldova,Andrei  Stratan,MDA,Minister for Foreign Affairs of the Republic of Moldova. Mr. Stratan (Republic of Moldova): At the outset,0.9996317533978787,1
General debate,A_59_PV.14_E, 2004-09-28 ,Mahat,Nepal,Prakash Sharan  Mahat,NPL,Minister of State for Foreign Affairs of the Kingdom of Nepal. Mr. Mahat (Nepal): Allow me to congratulate you,0.999640243620049,0
General debate,A_59_PV.14_E, 2004-09-28 ,Hajah Masna,Brunei Darussalam,Princess of Brunei Darussalam  Hajah Masna,BRN,Special Envoy of Brunei Darussalam. Princess Hajah Masna (Brunei Darussalam): I would like to extend my warmest congratulations to you,0.9993627534344443,-1
General debate,A_59_PV.14_E, 2004-09-28 ,Berardi,San Marino,Fabio  Berardi,SMR,Minister for Foreign and Political Affairs of the Republic of San Marino. Mr. Berardi (San Marino) (spoke in Italian; English text provided by the delegation): At the outset,0.9997404324766688,1
General debate,A_59_PV.14_E, 2004-09-28 ,Tong,Kiribati,Anote  Tong,KIR,President of the Republic of Kiribati ,0.9983176553784248,77
General debate,A_59_PV.15_E, 2004-09-29 ,Lajolo,Holy See,Giovanni  Lajolo,VAT,Secretary for Relations with States of the Observer State of the Holy See. Archbishop Lajolo (Holy See): ,0.9997207940358486,-1
General debate,A_59_PV.15_E, 2004-09-29 ,Bródi,Hungary,Gábor  Bródi,HUN,Deputy Minister for Foreign Affairs of the Republic of Hungary. to extend Mr. Brodi (Hungary): I would like to take this opportunity to you,0.9997828495186692,-3
General debate,A_59_PV.15_E, 2004-09-29 ,Koroma,Sierra Leone,Momodu  Koroma,SLE,Minister for Foreign Affairs and International Cooperation of the Republic of Sierra Leone. to direct the affairs of Mr. Koroma (Sierra Leone): I would like to join others in congratulating you,0.9998081360778601,-4
General debate,A_59_PV.15_E, 2004-09-29 ,Oskanian,Armenia,Vartan  Oskanian,ARM,Minister for Foreign Affairs of the Republic of Armenia. Mr. Oskanian (Armenia): We wish to extend our congratulations to you,0.999071780296844,0
General debate,A_59_PV.15_E, 2004-09-29 ,Martynov,Belarus,Sergei N.  Martynov,BLR,Minister for Foreign Affairs of the Republic of Belarus. Mr. Martynov (Belarus) (spoke in Russian): For decades now we have been hearing very disturbing questions from this rostrum: Where is our world heading?,0.9995851312211295,0
General debate,A_59_PV.15_E, 2004-09-29 ,Winn,Myanmar,Tin  Winn,MMR,Minister,0.9998389690644116,0
General debate,A_59_PV.15_E, 2004-09-29 ,Biaou,Benin,Rogatien  Biaou,BEN,Minister for Foreign Affairs and African Integration of the Republic of Benin. Mr. Biaou (Benin) (spoke in French): Allow me first of all to address my warmest congratulations to Mr. Jean Ping on his election as President of the General Assembly at its fifty-ninth session. Allow me also to pay a well-deserved tribute to Mr. Pings eminent predecessor,0.9998389816237175,-1
General debate,A_59_PV.15_E, 2004-09-29 ,Insanally,Guyana,Samuel R.  Insanally,GUY,Minister for Foreign Affairs of the Republic of Guyana and former President of the General Assembly. Mr. Insanally (Guyana): ,0.9995625186029304,1
General debate,A_59_PV.15_E, 2004-09-29 ,Svoboda,Czech Republic,Cyril  Svoboda,CZE,Minister for Foreign Affairs of the Czech Republic. Mr. Svoboda (Czech Republic): Let me first congratulate Mr. Jean Ping on his election as President of the General Assembly at its fifty-ninth session and wish him every success in this important position. I would also like to thank his predecessor,0.9998610675860357,0
General debate,A_59_PV.15_E, 2004-09-29 ,Uribe Vélez,Colombia,Alvaro  Uribe Vélez,COL,President of the Republic of Colombia ,0.9960636669280176,77
General debate,A_59_PV.16_E, 2004-09-29 ,Clodumar,Nauru,Vinci Neil  Clodumar,NRU,Chairman of the delegation of the Republic of Nauru. Mr. Clodumar (Nauru): It gives me great pleasure to deliver this statement on behalf of His Excellency Ludwig Scotty,0.9998094980484481,0
General debate,A_59_PV.16_E, 2004-09-29 ,Wénézoui,Central African Republic,Charles-Hervé  Wénézoui,CAF,Minister for Foreign Affairs,BUG,BUG
General debate,A_59_PV.16_E, 2004-09-29 ,Ramos-Horta,Timor-Leste,José  Ramos-Horta,TLS,Minister for Foreign Affairs and Cooperation of the Democratic Republic of Timor-Leste. Mr. Ramos-Horta (Timor-Leste): In view of time constraints,0.9996529292235232,0
General debate,A_59_PV.16_E, 2004-09-29 ,Shalghem,Libyan Arab Jamahiriya,Abdurahman  Shalghem,LBY,Secretary of the General Peoples Committee for Foreign Liaison and International Cooperation of the Libyan Arab Jamahiriya. Mr. Shalghem (Libyan Arab Jamahiriya) (spoke in Arabic): It is my pleasure to congratulate you,0.9997711713587003,0
General debate,A_59_PV.16_E, 2004-09-29 ,Abdella,Eritrea,Ali Said  Abdella,ERI,Minister for Foreign Affairs of Eritrea. to the outset join previous speakers Mr. Abdella (Eritrea) (spoke in Arabic): Allow me at in congratulating you,0.998265682181353,-6
General debate,A_59_PV.16_E, 2004-09-29 ,Ould Bellal,Mauritania,Mohamed   Ould Bellal,MRT,Minister for Foreign Affairs and Cooperation of Mauritania. Mr. Ould Bellal (Mauritania) (spoke in Arabic): I am pleased,0.9997619189025005,0
General debate,A_59_PV.16_E, 2004-09-29 ,Yamassoum,Chad,Nagoum  Yamassoum,TCD,Minister of State,0.9998951820844454,-1
General debate,A_59_PV.16_E, 2004-09-29 ,Anefal,Micronesia,Sebastian  Anefal,FSM,Minister for Foreign Affairs of the Federated States of Micronesia. Mr. Anefal (Federated States of Micronesia): I am honoured by the opportunity to speak before the General Assembly at its fifty-ninth session on behalf of the people of my Pacific island nation,0.9990957821352854,78
General debate,A_59_PV.17_E, 2004-09-30 ,Dauth,Australia,John  Dauth,AUS,chairman of the delegation of Australia. Mr. Dauth (Australia): Sir,0.9992158231203634,1
General debate,A_59_PV.17_E, 2004-09-30 ,Leslie,Belize,Stuart W.  Leslie,BLZ,head of the delegation from Belize. Mr. Leslie (Belize): My delegation congratulates you,0.999449543757836,0
General debate,A_59_PV.17_E, 2004-09-30 ,Stanislaus,Grenada,Lamuel  Stanislaus,GRD,Chairman of the delegation of Grenada. Mr. Stanislaus (Grenada): My delegation joins in the many laudatory and congratulatory expressions addressed to you,0.9983901667962559,0
General debate,A_59_PV.17_E, 2004-09-30 ,Morales Troncoso,Dominican Republic,Carlos  Morales Troncoso,DOM,Secretary of State for Foreign Relations of the Dominican Republic. Mr. Morales Troncoso (Dominican Republic) (spoke in Spanish): It is a great honour for me today to address the General Assembly at its fifty-ninth session,0.9995167564695735,0
General debate,A_59_PV.17_E, 2004-09-30 ,Levens,Suriname,Maria  Levens,SUR,Minister for Foreign Affairs of the Republic of Suriname. Mrs. Levens (Suriname): On behalf of the Government and people of the Republic of Suriname,0.9996338138327585,0
General debate,A_59_PV.17_E, 2004-09-30 ,Nazarov,Tajikistan,Talbak  Nazarov,TJK,Minister for Foreign Affairs of the Republic of Tajikistan. Mr. Nazarov (Tajikistan) (spoke in Russian): We all pinned great hopes on the advent of the twenty-first century with regard to a more stable and secure world and sustainable development for humanity. We were all eager to expand the positive achievements of the twentieth century,0.9994775988669117,-16
General debate,A_59_PV.17_E, 2004-09-30 ,Mitchell,Bahamas,Frederick A.  Mitchell,BHS,Minister for Foreign Affairs and Public Service of the Commonwealth of the Bahamas. Mr. Mitchell (Bahamas): It is my honour to congratulate you,0.9986740368471976,16
General debate,A_59_PV.17_E, 2004-09-30 ,Jameel,Maldives,Fathulla  Jameel,MDV,Minister for Foreign Affairs of the Republic of Maldives. Mr. Jameel (Maldives): First,0.9997474386849801,0
General debate,A_59_PV.17_E, 2004-09-30 ,Bonnelame,Seychelles,Jérémie  Bonnelame,SYC,Minister for Foreign Affairs of the Republic of Seychelles. Mr. Bonnelame (Seychelles) (spoke in French): My delegation,0.9971871495069743,77
General debate,A_59_PV.4_E, 2004-09-21 ,Goff,New Zealand,Phil  Goff,NZL,Minister for Foreign Affairs and Trade of New Zealand. I now from Mr. Goff (New Zealand): Fifty-nine years ago the United Nations was established by nations determined to work collectively to find alternatives to conflict as a means of resolving disputes and to create a stable,0.9932980584280616,-281
General debate,A_59_PV.4_E, 2004-09-21 ,Makuza,Rwanda,Bernard  Makuza,RWA,Prime Minister of the Rwandese Republic ,0.9910897957784247,23
General debate,A_59_PV.4_E, 2004-09-21 ,Persson,Sweden,Goran  Persson,SWE,Prime Minister of the Kingdom of Sweden ,0.9931262285472218,0
General debate,A_59_PV.4_E, 2004-09-21 ,Nano,Albania,Fatos  Nano,ALB,Prime Minister of the Republic of Albania ,0.9991656496977431,1
General debate,A_59_PV.4_E, 2004-09-21 ,Rodríguez Zapatero,Spain,José Luis  Rodríguez Zapatero,ESP,Prime Minister of the Kingdom of Spain ,0.9923080292359251,11
General debate,A_59_PV.4_E, 2004-09-21 ,Koizumi,Japan,Junichiro  Koizumi,JPN,Prime Minister of Japan ,0.9811711072309882,0
General debate,A_59_PV.4_E, 2004-09-21 ,Bouteflika,Algeria,Abdelaziz  Bouteflika,DZA,President of the People(cid:146)s Democratic Republic of Algeria ,0.9907278682223731,0
General debate,A_59_PV.4_E, 2004-09-21 ,Kirchner,Argentina,Néstor Carlos  Kirchner,ARG,President of the Argentine Republic ,0.9985288797122639,-1
General debate,A_59_PV.4_E, 2004-09-21 ,Lagos Escobar,Chile,Ricardo  Lagos Escobar,CHL,President of the Republic of Chile ,0.9935267255831809,0
General debate,A_59_PV.4_E, 2004-09-21 ,Mohammed VI,Morocco,King of Morocco  Mohammed VI,MAR,King of Morocco ,0.9953648327296845,0
General debate,A_59_PV.4_E, 2004-09-21 ,Mwanawasa,Zambia,Levy Patrick  Mwanawasa,ZMB,President of the Republic of Zambia ,0.9956207301117671,0
General debate,A_59_PV.4_E, 2004-09-21 ,Gasparovic,Slovakia,Ivan  Gasparovic,SVK,,0.3437694705183931,-2006
General debate,A_59_PV.4_E, 2004-09-21 ,Saakashvili,Georgia,Mikheil  Saakashvili,GEO,President of the Republic of Georgia ,0.9684398184409709,0
General debate,A_59_PV.4_E, 2004-09-21 ,Ravalomanana,Madagascar,Marc  Ravalomanana,MDG,President of the Republic of Madagascar ,0.9905347548166934,0
General debate,A_59_PV.4_E, 2004-09-21 ,Compaoré,Burkina Faso,Blaise  Compaoré,BFA,President of Burkina Faso ,0.9973193870190428,0
General debate,A_59_PV.4_E, 2004-09-21 ,Chissano,Mozambique,Joachim Alberto  Chissano,MOZ,President of the Republic of Mozambique ,0.9987667122308982,-1
General debate,A_59_PV.4_E, 2004-09-21 ,Halonen,Finland,Tarja Kaarina  Halonen,FIN,President of the Republic of Finland ,BUG,BUG
General debate,A_59_PV.4_E, 2004-09-21 ,Karzai,Afghanistan,Hamid  Karzai,AFG,President of the Transitional Islamic State of Afghanistan ,0.9941338878549102,77
General debate,A_59_PV.5_E, 2004-09-22 ,Fares,Lebanon,Issam  Fares,LBN,Deputy Prime Minister of Lebanon. Mr. Fares (Lebanon) (spoke in Arabic): As the head of Lebanon(cid:146)s delegation to the General Assembly,0.9897096220078688,1
General debate,A_59_PV.5_E, 2004-09-22 ,Martin,Canada,Paul  Martin,CAN,Prime Minister of Canada ,0.9834732102073108,0
General debate,A_59_PV.5_E, 2004-09-22 ,Mutharika,Malawi,Bingu Wa  Mutharika,MWI,President of the Republic of Malawi ,0.9869873434009577,-1
General debate,A_59_PV.5_E, 2004-09-22 ,Mugabe,Zimbabwe,Robert Gabriel  Mugabe,ZWE,President of the Republic of Zimbabwe ,0.9920141799721082,-3
General debate,A_59_PV.5_E, 2004-09-22 ,Vike-Freiberga,Latvia,Vaira  Vike-Freiberga,LVA,President of the Republic of Latvia ,0.9965318198357642,1
General debate,A_59_PV.5_E, 2004-09-22 ,Musharraf,Pakistan,Pervez  Musharraf,PAK,President of the Islamic Republic of Pakistan ,0.9955634134883095,1
General debate,A_59_PV.5_E, 2004-09-22 ,Duarte Frutos,Paraguay,Nicanor  Duarte Frutos,PRY,President of the Republic of Paraguay ,0.9868704796320267,1
General debate,A_59_PV.5_E, 2004-09-22 ,Guelleh,Djibouti,Ismaël Omar  Guelleh,DJI,President of the Republic of Djibouti ,0.9969895463625553,0
General debate,A_59_PV.5_E, 2004-09-22 ,Mbeki,South Africa,Thabo  Mbeki,ZAF,President of the Republic of South Africa ,0.9765800291807039,7
General debate,A_59_PV.5_E, 2004-09-22 ,Nujoma,Namibia,Sam  Nujoma,NAM,President of the Republic of Namibia ,0.9976424091717853,0
General debate,A_59_PV.5_E, 2004-09-22 ,Toledo Manrique,Peru,Alejandro  Toledo Manrique,PER,President of the Republic of Peru ,0.9943203130244502,0
General debate,A_59_PV.5_E, 2004-09-22 ,Tihic,Bosnia and Herzegovina,Sulejman  Tihic,BIH,Chairman of the Presidency of Bosnia and Herzegovina ,0.9935861667992182,77
General debate,A_59_PV.6_E, 2004-09-22 ,Adada,Congo,Rodolphe  Adada,COG,Minister for Foreign Affairs and Cooperation of the Republic of the Congo. Mr. Adada (Congo) (spoke in French): ,0.999506644736962,0
General debate,A_59_PV.6_E, 2004-09-22 ,Al-Nuaimi,United Arab Emirates,Rashid Abdullah  Al-Nuaimi,ARE,Minister for Foreign Affairs of the United Arab Emirates. Mr. Al-Noaimi (United Arab Emirates) (spoke in Arabic): Mr. President,0.9998966027338991,0
General debate,A_59_PV.6_E, 2004-09-22 ,Abia Biteo Boricó,Equatorial Guinea,Miguel  Abia Biteo Boricó,GNQ,Prime Minister of the Republic of Equatorial Guinea ,0.9998518275179825,1
General debate,A_59_PV.6_E, 2004-09-22 ,Sanader,Croatia,Ivo  Sanader,HRV,Prime Minister of the Republic of Croatia ,0.996932525318829,15
General debate,A_59_PV.6_E, 2004-09-22 ,Forné Molné,Andorra,Marc  Forné Molné,AND,Prime Minister of the Principality of Andorra ,0.9998835761282531,0
General debate,A_59_PV.6_E, 2004-09-22 ,Lopes,Portugal,Pedro Miguel de Santana  Lopes,PRT,Prime Minister of the Portuguese Republic ,0.9998679107596874,-1
General debate,A_59_PV.6_E, 2004-09-22 ,Adamkus,Lithuania,Valdas  Adamkus,LTU,President of the Republic of Lithuania ,0.9996003340697794,-6
General debate,A_59_PV.6_E, 2004-09-22 ,Kabila Kabange,Democratic Republic of the Congo,Joseph  Kabila Kabange,COD,President of the Democratic Republic of the Congo ,0.999715895270903,1
General debate,A_59_PV.6_E, 2004-09-22 ,Torrijos,Panama,Martín  Torrijos,PAN,President of the Republic of Panama ,0.9995495315026277,1
General debate,A_59_PV.6_E, 2004-09-22 ,Rüütel,Estonia,Arnold  Rüütel,EST,President of the Republic of Estonia ,0.9992944499309501,7
General debate,A_59_PV.6_E, 2004-09-22 ,Note,Marshall Islands,Kessai H.  Note,MHL,President of the Republic of the Marshall Islands ,0.9997599476791905,0
General debate,A_59_PV.6_E, 2004-09-22 ,Mesa Gisbert,Bolivia,Carlos  Mesa Gisbert,BOL,President of the Republic of Bolivia ,0.999676565814561,0
General debate,A_59_PV.6_E, 2004-09-22 ,Bryant,Liberia,Charles Gyude  Bryant,LBR,Chairman of the National Transitional Government of the Republic of Liberia ,0.9999170207372919,0
General debate,A_59_PV.6_E, 2004-09-22 ,Saca González,El Salvador,Eliás Antonio  Saca González,SLV,President of the Republic of El Salvador ,0.9993492250253455,-48
General debate,A_59_PV.6_E, 2004-09-22 ,Berger Perdomo,Guatemala,Oscar   Berger Perdomo,GTM,President of the Republic of Guatemala ,0.9989298268185103,47
General debate,A_59_PV.6_E, 2004-09-22 ,Alexandre,Haiti,Boniface  Alexandre,HTI,Interim President of the Republic of Haiti ,1.0000000000000164,0
General debate,A_59_PV.6_E, 2004-09-22 ,Ndayizeye,Burundi,Domitien  Ndayizeye,BDI,President of the Republic of Burundi ,0.9994776608801977,1
General debate,A_59_PV.6_E, 2004-09-22 ,Bolaños Geyer,Nicaragua,Enrique  Bolaños Geyer,NIC,President of the Republic of Nicaragua ,0.999396499968258,-2
General debate,A_59_PV.6_E, 2004-09-22 ,Iliescu,Romania,Ion  Iliescu,ROU,President of Romania ,0.9981423018435294,76
General debate,A_59_PV.7_E, 2004-09-23 ,Khan,Bangladesh,M. Morshed  Khan,BGD,Minister for Foreign Affairs of Bangladesh. Mr. Khan (Bangladesh): Sir,0.9997009385991562,0
General debate,A_59_PV.7_E, 2004-09-23 ,Barnier,France,Michel  Barnier,FRA,the Minister for Foreign Affairs of the Republic of France. Mr. Barnier (France) (spoke in French): I would like to congratulate you,0.999569918903801,-10
General debate,A_59_PV.7_E, 2004-09-23 ,Frattini,Italy,Franco  Frattini,ITA,Minister for Foreign Affairs of Italy. Mr. Frattini (Italy): This years general debate unfolds against an international backdrop in which terrorist acts of great ferocity have become all too common. ,0.9991964789430637,9
General debate,A_59_PV.7_E, 2004-09-23 ,Molyviatis,Greece,Petros  Molyviatis,GRC,Minister for Foreign Affairs of Greece. Mr. Molyviatis (Greece): Mr. President,0.999660582505197,1
General debate,A_59_PV.7_E, 2004-09-23 ,Shabangu,Swaziland,Albert  Shabangu,SWZ,Deputy Prime Minister of Swaziland. Mr. Shabangu (Swaziland): Allow me to convey to all members of the United Nations family the warm greetings of His Majesty King Mswati III,0.9996657767251061,0
General debate,A_59_PV.7_E, 2004-09-23 ,Shalom,Israel,Silvan  Shalom,ISR,Deputy Prime Minister and Minister for Foreign Affairs of Israel. Mr. Shalom (Israel): I would like to congratulate you,0.9992338018711544,-1
General debate,A_59_PV.7_E, 2004-09-23 ,Fischer,Germany,Joschka  Fischer,DEU,Deputy Federal Chancellor and Minister for Foreign Affairs of Germany. 15 Mr. Fischer (Germany) (spoke in German; English text provided by the delegation): Let me first of all congratulate you,0.9998738975743144,1
General debate,A_59_PV.7_E, 2004-09-23 ,Singh,India,Manmohan  Singh,IND,Prime Minister of the Republic of India ,0.9989195651709866,0
General debate,A_59_PV.7_E, 2004-09-23 ,Obasanjo,Nigeria,Olusegun  Obasanjo,NGA,President of the Federal Republic of Nigeria ,0.9986373035931475,1
General debate,A_59_PV.7_E, 2004-09-23 ,Mogae,Botswana,Festus  Mogae,BWA,President of the Republic of Botswana ,0.9989321968147952,-29
General debate,A_59_PV.7_E, 2004-09-23 ,Papadopoulos,Cyprus,Tassos  Papadopoulos,CYP,President of the Republic of Cyprus ,0.9998114026130103,1
General debate,A_59_PV.7_E, 2004-09-23 ,Wade,Senegal,Abdoulaye  Wade,SEN,President of the Republic of Senegal ,0.9986606791010423,77
General debate,A_59_PV.8_E, 2004-09-23 ,Drasković,Serbia and Montenegro,Vuk  Drasković,YUG,,0.9946480076899941,24
General debate,A_59_PV.8_E, 2004-09-23 ,Al-Sabah,Kuwait,Mohammad Al-Sabah Al-Salem  Al-Sabah,KWT,Minister for Foreign Affairs of the State of Kuwait. Mr. Al-Sabah (Kuwait) (spoke in Arabic): I am pleased to convey my congratulations to the President elected to the fifty-ninth session of the General Assembly. I likewise take this opportunity to express our appreciation to the Secretary-General,0.9991600374682074,0
General debate,A_59_PV.8_E, 2004-09-23 ,Passy,Bulgaria,Solomon  Passy,BGR,Minister for Foreign Affairs of Bulgaria. Mr. Passy (spoke in French): I would like,0.9943934164315278,-1
General debate,A_59_PV.8_E, 2004-09-23 ,Moller,Denmark,Per Stig  Moller,DNK,President of the Republic of Guinea-Bissau ,0.8976330370612815,434
General debate,A_59_PV.8_E, 2004-09-23 ,Ismail,Sudan,Mustafa Osman  Ismail,SDN,Minister for Foreign Affairs of the Republic of the Sudan. Mr. Ismail (Sudan) (spoke in Arabic): It gives me sincere extend my delegation(cid:146)s to pleasure congratulations to Mr. Jean Ping on his deserved election to the presidency of the fifty-ninth session of the General Assembly. Given the issues that we must consider during this session,0.9920530541506389,0
General debate,A_59_PV.8_E, 2004-09-23 ,Cowen,Ireland,Brian  Cowen,IRL,Minister for Foreign Affairs of Ireland. Mr. Cowen (Ireland): I first addressed the General Assembly in the year 2000. ,0.9949342604157974,1
General debate,A_59_PV.8_E, 2004-09-23 ,Straw,United Kingdom,Jack  Straw,GBR,Secretary and Commonwealth Affairs of the United Kingdom of Great Britain and Northern Ireland. for Foreign of State Mr. Straw (United Kingdom): Mr. President,0.9816103039102803,0
General debate,A_59_PV.8_E, 2004-09-23 ,Lavrov,Russian Federation,Sergei Viktorovich  Lavrov,RUS,Minister for Foreign Affairs of the Russian Federation. (Russian Federation) in Russian): I am addressing the Assembly today at a most difficult time for our country,0.9983659039430246,19
General debate,A_59_PV.8_E, 2004-09-23 ,Ferrero-Waldner,Austria,Benita  Ferrero-Waldner,AUT,the Minister for Foreign Affairs of the Republic of Austria. Mrs. Ferrero-Waldner (Austria): I should like to begin by congratulating Mr. Jean Ping on his election as President of the fifty-ninth session of the General Assembly. He may be sure that Austria will fully support him in carrying out his important task. I fully subscribe to the statement made by the Minister of Foreign Affairs of the Netherlands on behalf of the European Union,0.9925528566937974,3
General debate,A_59_PV.8_E, 2004-09-23 ,Albert II,Monaco,Prince of Monaco  Albert II,MCO,and by the many conventions concluded within the United Nations framework,0.9964062326573724,0
General debate,A_59_PV.8_E, 2004-09-23 ,Pierantozzi,Palau,Sandra  Pierantozzi,PLW,Vice- President and Minister of Health of the Republic of Palau ,0.9923125743345896,1
General debate,A_59_PV.8_E, 2004-09-23 ,Mahama,Ghana,Alhaji Aliu  Mahama,GHA,Vice-President of the Republic of Ghana ,0.9969001589038325,-1
General debate,A_59_PV.8_E, 2004-09-23 ,Gonzi,Malta,Lawrence  Gonzi,MLT,Prime Minister of the Republic of Malta ,0.9969945880065282,0
General debate,A_59_PV.8_E, 2004-09-23 ,Mosisili,Lesotho,Pakalitha Bethuel  Mosisili,LSO,Prime Minister and Minister for Defence and Public Service of the Kingdom of Lesotho ,0.9927456581932701,-3
General debate,A_59_PV.8_E, 2004-09-23 ,Batlle Ibañez,Uruguay,Jorge  Batlle Ibañez,URY,President of the Eastern Republic of Uruguay,0.9832131256406801,0
General debate,A_59_PV.8_E, 2004-09-23 ,Maduro Joest,Honduras,Ricardo  Maduro Joest,HND,President of the Republic of Honduras ,0.9994984954848678,1
General debate,A_59_PV.8_E, 2004-09-23 ,Jammeh,Gambia,A.J.J.  Jammeh,GMB,President of the Republic of the Gambia ,0.9528255875990724,-2
General debate,A_59_PV.8_E, 2004-09-23 ,Rosa,Guinea-Bissau,Henrique Pereira  Rosa,GNB,President of the Republic of Guinea-Bissau ,0.9912648797791315,77
General debate,A_59_PV.9_E, 2004-09-24 ,Kharrazi,Iran,Kamal  Kharrazi,IRN,Minister for Foreign Affairs of the Islamic Republic of Iran. Mr. Kharrazi (Islamic Republic of Iran) (spoke in Farsi; English text provided by the delegation): An overall and realistic review of the current developments in international relations reveals that our world today faces the formidable challenge of extremism. Extremism yet interconnected faces: the violence and terrorism of distinct has two and 32 in is is manifested non-State actors and the unbridled militarism of States. ,BUG,BUG
General debate,A_59_PV.9_E, 2004-09-24 ,Yeo,Singapore,George Yong-Boon   Yeo,SGP,the Minister for Foreign Affairs of the Republic of Singapore. Mr. Yeo (Singapore): First,0.9999230903731481,0
General debate,A_59_PV.9_E, 2004-09-24 ,Ban,Republic of Korea,1944-   Ki-moon Ban,KOR,President of the Democratic Republic of Sao Tome and Principe ,0.9996423740716629,-1
General debate,A_59_PV.9_E, 2004-09-24 ,Al-Khalifa,Bahrain,Mohammed Bin Mubarak  Al-Khalifa,BHR,Deputy Prime Minister and Minister for Foreign Affairs of Bahrain. Shaikh Mohammed bin Mubarak Al-Khalifa (Bahrain) (spoke in Arabic): Mr. President,0.99983068684066,1
General debate,A_59_PV.9_E, 2004-09-24 ,Spencer,Antigua and Barbuda,Winston Baldwin  Spencer,ATG,Prime Minister and Minister of Labour of Antigua and Barbuda ,0.999777772938638,-1
General debate,A_59_PV.9_E, 2004-09-24 ,Toafa,Tuvalu,Maatia  Toafa,TUV,Acting Prime Minister of Tuvalu ,0.9997772507794687,1
General debate,A_59_PV.9_E, 2004-09-24 ,Skerrit,Dominica,Roosevelt  Skerrit,DMA,Prime Minister and Minister for Finance and Carib Affairs of the Commonwealth of Dominica ,0.9996856496650921,-1
General debate,A_59_PV.9_E, 2004-09-24 ,Qarase,Fiji,Laisenia  Qarase,FJI,Prime Minister of the Republic of the Fiji Islands ,0.999609266127428,1
General debate,A_59_PV.9_E, 2004-09-24 ,Gonsalves,Saint Vincent and the Grenadines,Ralph  Gonsalves,VCT,Prime Minister of Saint Vincent and the Grenadines ,0.9997295413300075,-1
General debate,A_59_PV.9_E, 2004-09-24 ,Aliyev,Azerbaijan,Ilham Heydar oglu  Aliyev,AZE,President of the Republic of Azerbaijan ,0.9995632941512228,0
General debate,A_59_PV.9_E, 2004-09-24 ,Crvenkovski,The former Yugoslav Republic of Macedonia,Branko  Crvenkovski,MKD,President of the former Yugoslav Republic of Macedonia ,0.999939930850493,0
General debate,A_59_PV.9_E, 2004-09-24 ,Menezes,Sao Tome and Principe,Fradique Bandeira Melo de  Menezes,STP,President of the Democratic Republic of Sao Tome and Principe ,0.9973738080451192,77
